Sales Register-Itemwise
Date Range: ,From 15/12/2025 to 15/12/2025
Category: ,"All"
Sub Category: ,"All"
Product: ,"All"
UOM: ,"BASE UOM"
DS Type: ,"All"
Salesman: ,"All"
Beat: ,"All"
TL: ,"All"
Transaction Type: ,"All"
"Cagetory","Sub Category","Market SKU","Item Code","Item Name","Batch","PKD","Expiry","UOM","Invoice Qty","Sales Return Qty","MRP Per Pack","Goods Value","Gross Amount","Total Discount","Tax Group Amount","Total","HSNCode","Invoice No.","Sales Return","Invoice / SR  Date","Outlet ID","Outlet Name","Channel Type","Outlet Type","Loyalty Program","RCS ID","UID","DS Id","DS Name","DS Type","Beat","TL Id","TL Name","TL Type"
"22 NOODLES","MAGIC MASALA","MAGICMASALA90","FN1215TG","YIPPEE MAGICMSLNODLES72.6GSPRINKPR_FN1215TG","D22NOV25","22/11/2025","19/08/2026","KG","0.8712","0.0000","15.0000","157.4784","149.6040","7.8744","7.4802","157.0842","19023010","I/25-26/055155","","15/12/2025","347SD850437","JAI MALHAR KIRANA STORE.","Retail","Grocery","Retail Others","180601664162","C20220003375050","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALA90","FN1215TG","YIPPEE MAGICMSLNODLES72.6GSPRINKPR_FN1215TG","D22NOV25-1-123201133","22/11/2025","19/08/2026","KG","1.7424","0.0000","15.0000","314.9568","299.2080","15.7488","14.9604","314.1684","19023010","I/25-26/055155","","15/12/2025","347SD850437","JAI MALHAR KIRANA STORE.","Retail","Grocery","Retail Others","180601664162","C20220003375050","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALARS10","FN1212TGB","YIPPEE MAGIC MASALA NOODLES51.2GLP_FN1212TGB","A09NOV25","09/11/2025","06/08/2026","KG","1.8432","0.0000","10.0000","314.9640","299.2140","15.7500","14.9608","314.1748","19023010","I/25-26/055155","","15/12/2025","347SD850437","JAI MALHAR KIRANA STORE.","Retail","Grocery","Retail Others","180601664162","C20220003375050","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"50 BREAKFAST CEREALS","BESAN","AS BESAN 500G","FBCBE0500WD","AASHIRVAAD BESAN 500G WEST - MP&GJ_FBCBE0500WD","30B021225","03/12/2025","01/05/2026","KG","3.0000","0.0000","85.0000","294.7200","258.1746","36.5454","12.9088","271.0834","11061090","I/25-26/055155","","15/12/2025","347SD850437","JAI MALHAR KIRANA STORE.","Retail","Grocery","Retail Others","180601664162","C20220003375050","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA ACH MASTI RS10","FXM10010TA","MAD ANGLES RS.10 ACHAARI_FXM10010TA","X22NOV2545304","22/11/2025","21/05/2026","KG","1.9200","0.0000","10.0000","514.2900","514.2900","0.0000","25.7146","540.0046","21069099","I/25-26/055156","","15/12/2025","347SD150012","ANAND PROVISIONLOKGRAM KE","Retail","Grocery","Retail Class A","180601620944","WMUM-FC-149352","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","TEDHE MEDHE","TMMASALATADKA22","FXT50005TF","TEDHE MEDHE RS.5 MASALA50%EXT_FXT50005TF","J26NOV25","27/11/2025","26/03/2026","KG","0.4368","0.0000","5.0000","99.4296","94.9553","4.4743","4.7478","99.7031","21069099","I/25-26/055156","","15/12/2025","347SD150012","ANAND PROVISIONLOKGRAM KE","Retail","Grocery","Retail Class A","180601620944","WMUM-FC-149352","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"50 BREAKFAST CEREALS","BESAN","AS BESAN 500G","FBCBE0500WD","AASHIRVAAD BESAN 500G WEST - MP&GJ_FBCBE0500WD","30B021225","03/12/2025","01/05/2026","KG","3.0000","0.0000","85.0000","294.7200","258.1746","36.5454","12.9088","271.0834","11061090","I/25-26/055156","","15/12/2025","347SD150012","ANAND PROVISIONLOKGRAM KE","Retail","Grocery","Retail Class A","180601620944","WMUM-FC-149352","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"05 CONFECTIONARY","STICKS","CM CHOCOSTICKS460G","FC4676W","SUNFEAST FANTASTIK 360G (40 ST) PR_FC4676W","JSC191025-2-133156","23/10/2025","16/07/2026","KG","0.3600","0.0000","178.0000","153.5045","151.8160","1.6885","7.5908","159.4068","19053290","I/25-26/055157","","15/12/2025","347SD150006","DHARMENDRA KIRANA","Retail","Grocery","Retail Class A","180601558081","WMUM-FC-149351","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALA45","FN1205TG","YIPPEE MAGICMASALA NOODLES 25.1G_FN1205TG","A20NOV25-2-053127","20/11/2025","17/08/2026","KG","1.1797","0.0000","5.0000","209.3239","207.2307","2.0932","10.3616","217.5923","19023010","I/25-26/055157","","15/12/2025","347SD150006","DHARMENDRA KIRANA","Retail","Grocery","Retail Class A","180601558081","WMUM-FC-149351","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALA45","FN1205TG","YIPPEE MAGICMASALA NOODLES 25.1G_FN1205TG","D03DEC25","03/12/2025","30/08/2026","KG","0.3263","0.0000","5.0000","57.8981","57.3191","0.5790","2.8660","60.1851","19023010","I/25-26/055157","","15/12/2025","347SD150006","DHARMENDRA KIRANA","Retail","Grocery","Retail Class A","180601558081","WMUM-FC-149351","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALA90","FN1215TG","YIPPEE MAGICMSLNODLES72.6GSPRINKPR_FN1215TG","D22NOV25","22/11/2025","19/08/2026","KG","0.8712","0.0000","15.0000","157.4784","151.1793","6.2991","7.5590","158.7383","19023010","I/25-26/055157","","15/12/2025","347SD150006","DHARMENDRA KIRANA","Retail","Grocery","Retail Class A","180601558081","WMUM-FC-149351","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"50 BREAKFAST CEREALS","BESAN","AS BESAN 500G","FBCBE0500WD","AASHIRVAAD BESAN 500G WEST - MP&GJ_FBCBE0500WD","30B021225","03/12/2025","01/05/2026","KG","3.0000","0.0000","85.0000","294.7200","258.1746","36.5454","12.9088","271.0834","11061090","I/25-26/055157","","15/12/2025","347SD150006","DHARMENDRA KIRANA","Retail","Grocery","Retail Class A","180601558081","WMUM-FC-149351","3471","NIKHIL PANDEY -9137868707-VICHARE","2W1B","Z6_MR1B_Jimi Bag/Lokgram_Rakesh Vichare","347TL21","SANJAY MULEY","TL GR1"
"05 CONFECTIONARY","HARD BOILED CANDY","ASSORTEDHBC350PBFR","FR4252","CANDYMAN FRUITEE FUN 340 PB FREE_FR4252","LHF060825-1-18022028","07/08/2025","06/08/2026","KG","0.2450","0.0000","0.0100","0.0000","0.0000","0.0000","0.0000","0.0000","17049020","I/25-26/055158","","15/12/2025","347SD150129","RAJENDRA DRY FRUITS","Retail","Grocery","Retail Others","180601698775","180601698775","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"05 CONFECTIONARY","STICKS","CM CHOCOSTICKS460G","FC4676W","SUNFEAST FANTASTIK 360G (40 ST) PR_FC4676W","JSC191025-2-133156","23/10/2025","16/07/2026","KG","0.3600","0.0000","178.0000","153.5045","151.8160","1.6885","7.5908","159.4068","19053290","I/25-26/055158","","15/12/2025","347SD150129","RAJENDRA DRY FRUITS","Retail","Grocery","Retail Others","180601698775","180601698775","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"05 CONFECTIONARY","TADKA TIME","CM TKAASSORTEDRS1","FC4063","CANDYMAN TADKA ASSORTED RS1_FC4063","AJR100925","08/11/2025","07/06/2026","KG","0.7800","0.0000","200.0000","162.2254","162.2254","0.0000","8.1112","170.3366","17049020","I/25-26/055158","","15/12/2025","347SD150129","RAJENDRA DRY FRUITS","Retail","Grocery","Retail Others","180601698775","180601698775","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"39 CHOCOLATES","SUNFEAST FANTASTIK","SFFNTSTKALMONDRS10","FCH51109TG","SF FANTASTIK CH ALMOND RS10_FCH51109TG","HA301-2-073129","29/10/2025","28/10/2026","KG","0.3120","0.0000","10.0000","207.7920","191.1686","16.6234","9.5584","200.7270","18069010","I/25-26/055158","","15/12/2025","347SD150129","RAJENDRA DRY FRUITS","Retail","Grocery","Retail Others","180601698775","180601698775","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"99 YOGA BAR","ENROBED BAR","ENB PMCHPENTBTR20G","FYB18602G","ENROBEDBAR PROTMINISCHOPENUTBTR20G_FYB18602G","BA30082501","30/10/2025","27/05/2026","KG","0.4800","0.0000","20.0000","381.6864","381.6864","0.0000","19.0844","400.7708","21069099","I/25-26/055158","","15/12/2025","347SD150129","RAJENDRA DRY FRUITS","Retail","Grocery","Retail Others","180601698775","180601698775","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"99 YOGA BAR","BREAKFAST BAR","BBBLUERRYPIE50G","FYB14243G","BREAKFAST BARBLUEBERRY PIE 45G_FYB14243G","BB200925A","10/10/2025","19/03/2026","KG","0.3600","0.0000","53.0000","337.1544","168.5768","168.5776","8.4288","177.0056","21069099","I/25-26/055159","","15/12/2025","347SD250140","SWAGAT SWEET  BEKARS","Retail","Grocery","Retail Others","180601626650","180601626650","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"99 YOGA BAR","BREAKFAST BAR","BBBLUERRYPIE50G","FYB14243G","BREAKFAST BARBLUEBERRY PIE 45G_FYB14243G","BB270925A","20/11/2025","26/03/2026","KG","0.1800","0.0000","53.0000","168.5772","84.2884","84.2888","4.2144","88.5028","21069099","I/25-26/055159","","15/12/2025","347SD250140","SWAGAT SWEET  BEKARS","Retail","Grocery","Retail Others","180601626650","180601626650","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"99 YOGA BAR","ENERGY BAR","EBNT&SEDSCRUNCH38G","FYB14051G","ENERGY BARNUTS & SEEDS CRUNCH 35G_FYB14051G","SA260925B","15/10/2025","25/03/2026","KG","0.6300","0.0000","45.0000","644.0922","322.0452","322.0470","16.1022","338.1474","21069099","I/25-26/055159","","15/12/2025","347SD250140","SWAGAT SWEET  BEKARS","Retail","Grocery","Retail Others","180601626650","180601626650","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","DF SANDWICH","SF DF CHOCO 10","FB103601T","DARK FANTASY CHOCOLATECREAM55.3GPR_FB103601T","B11181125-2-133156","18/11/2025","17/05/2026","KG","0.6636","0.0000","9.0000","92.3664","92.3664","0.0000","4.6184","96.9848","19053100","I/25-26/055160","","15/12/2025","347SD240106","SHIV SHAKTI KIRANASTATION ROAD KW","Retail","Grocery","Retail Others","180601703960","180601703960","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","TEDHE MEDHE","TM TOMATO RS05","FXT30005E","TEDHE MEDHE RS.5 TOMATO 50% EXTRA_FXT30005E","B19SEP25-2-080158","19/09/2025","17/01/2026","KG","0.2720","0.0000","5.0000","64.1552","60.5304","3.6248","3.0266","63.5570","21069099","I/25-26/055160","","15/12/2025","347SD240106","SHIV SHAKTI KIRANASTATION ROAD KW","Retail","Grocery","Retail Others","180601703960","180601703960","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","TEDHE MEDHE","TMMASALATADKA22","FXT50005TF","TEDHE MEDHE RS.5 MASALA50%EXT_FXT50005TF","J26NOV25","27/11/2025","26/03/2026","KG","0.6552","0.0000","5.0000","149.1444","140.7168","8.4276","7.0358","147.7526","21069099","I/25-26/055160","","15/12/2025","347SD240106","SHIV SHAKTI KIRANASTATION ROAD KW","Retail","Grocery","Retail Others","180601703960","180601703960","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"05 CONFECTIONARY","JELLY HANGERS","JELLY 05HNGRASSRTD","FC4099","CANDYMAN ASSORTED JELLY HNGR 387G_FC4099","QJC071125-1-01164765","07/11/2025","04/08/2026","KG","0.3870","0.0000","180.0000","156.4547","146.2851","10.1696","7.3142","153.5993","17049020","I/25-26/055160","","15/12/2025","347SD240106","SHIV SHAKTI KIRANASTATION ROAD KW","Retail","Grocery","Retail Others","180601703960","180601703960","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALA45","FN1205TG","YIPPEE MAGICMASALA NOODLES 25.1G_FN1205TG","D03DEC25","03/12/2025","30/08/2026","KG","1.2048","0.0000","5.0000","213.7776","213.7776","0.0000","10.6888","224.4664","19023010","I/25-26/055160","","15/12/2025","347SD240106","SHIV SHAKTI KIRANASTATION ROAD KW","Retail","Grocery","Retail Others","180601703960","180601703960","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"50 BREAKFAST CEREALS","BESAN","AS BESAN 500G","FBCBE0500WD","AASHIRVAAD BESAN 500G WEST - MP&GJ_FBCBE0500WD","30B021225","03/12/2025","01/05/2026","KG","3.0000","0.0000","85.0000","294.7200","258.1746","36.5454","12.9088","271.0834","11061090","I/25-26/055160","","15/12/2025","347SD240106","SHIV SHAKTI KIRANASTATION ROAD KW","Retail","Grocery","Retail Others","180601703960","180601703960","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","BOUNCE BOURBON","BNC BOURBONCH05","FB221005T","BOUNCE BOURBON CHOCO 26G_FB221005T","B24191125-1-19015149","20/11/2025","18/05/2026","KG","0.6240","0.0000","4.5000","92.0808","92.0808","0.0000","4.6040","96.6848","19053100","I/25-26/055161","","15/12/2025","347SDS2","ANWAR KIRANA","Retail","Grocery","Retail Others","180601730350","180601730350","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","DARK FANTASY CAKES","DFCKRSWISSROLLCH10","FBIDFSR23","DARK FANTASYCKRSWISSROLLCHOCO21.6G_FBIDFSR23","YUT251125","26/11/2025","24/05/2026","KG","0.2592","0.0000","10.0000","102.0396","102.0396","0.0000","5.1020","107.1416","19059010","I/25-26/055161","","15/12/2025","347SDS2","ANWAR KIRANA","Retail","Grocery","Retail Others","180601730350","180601730350","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","DF FILLS","SFDF CHOCOFILLS 10","FB101005TB","DARK FANTASY CHOCO FILLS 20GNWLADI_FB101005TB","B11151125-1-13320597","16/11/2025","14/05/2026","KG","0.2000","0.0000","10.0000","86.5800","84.8480","1.7320","4.2424","89.0904","19053100","I/25-26/055161","","15/12/2025","347SDS2","ANWAR KIRANA","Retail","Grocery","Retail Others","180601730350","180601730350","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","MP CREAM","BNC CHOC TWST RS10","FB301249T","BNC CREAM CHOCOTWIST 49.6+6.4G SF_FB301249T","B05311025","01/11/2025","29/04/2026","KG","0.1680","0.0000","9.0000","23.1969","23.1969","0.0000","1.1598","24.3567","19053100","I/25-26/055161","","15/12/2025","347SDS2","ANWAR KIRANA","Retail","Grocery","Retail Others","180601730350","180601730350","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","MP CREAM","BNC ELCHI DLT RS10","FB302249T","BNCCREAMELAICHIDELIGHT49.6+6.4GSF_FB302249T","B05221125-1-13320597","23/11/2025","21/05/2026","KG","0.1680","0.0000","9.0000","23.1969","23.1969","0.0000","1.1598","24.3567","19053100","I/25-26/055161","","15/12/2025","347SDS2","ANWAR KIRANA","Retail","Grocery","Retail Others","180601730350","180601730350","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","MP CREAM","BNC ORNG MST MRP10","FB303249T","BNC CREAM ORANGE 49.6+6.4GSF_FB303249T","B14181125-1-13320597","19/11/2025","17/05/2026","KG","0.3360","0.0000","9.0000","46.3938","46.3938","0.0000","2.3196","48.7134","19053100","I/25-26/055161","","15/12/2025","347SDS2","ANWAR KIRANA","Retail","Grocery","Retail Others","180601730350","180601730350","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA ACH MASTI RS5","FXM10005TA","MAD ANGLES RS.5 ACHAARI_FXM10005TA","X15NOV25-1-073132940","15/11/2025","14/05/2026","KG","0.4800","0.0000","5.0000","137.1424","137.1424","0.0000","6.8572","143.9996","21069099","I/25-26/055161","","15/12/2025","347SDS2","ANWAR KIRANA","Retail","Grocery","Retail Others","180601730350","180601730350","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA MAS MADNESSRS5","FXM30005TA","MAD ANGLES RS 5 MASALA_FXM30005TA","QE07NOV25","07/11/2025","06/05/2026","KG","0.2400","0.0000","5.0000","68.5712","68.5712","0.0000","3.4286","71.9998","21069099","I/25-26/055161","","15/12/2025","347SDS2","ANWAR KIRANA","Retail","Grocery","Retail Others","180601730350","180601730350","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA MYSTRYPIKL RS5","FXM11005TA","MAD ANGLES RS.5 MYSTERY PICKLE_FXM11005TA","B25SEP25","25/09/2025","24/03/2026","KG","0.2400","0.0000","5.0000","68.5712","68.5712","0.0000","3.4286","71.9998","21069099","I/25-26/055161","","15/12/2025","347SDS2","ANWAR KIRANA","Retail","Grocery","Retail Others","180601730350","180601730350","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA PERI PERI RS5","FXM50005TA","MAD ANGLES RS 5 PERI PERI_FXM50005TA","B03NOV25-1-073132940","03/11/2025","02/05/2026","KG","0.2400","0.0000","5.0000","68.5712","68.5712","0.0000","3.4286","71.9998","21069099","I/25-26/055161","","15/12/2025","347SDS2","ANWAR KIRANA","Retail","Grocery","Retail Others","180601730350","180601730350","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA PIZZA RS5","FXM80005TA","MAD ANGLES RS 5 PIZZA_FXM80005TA","D06NOV25","07/11/2025","19/03/2026","KG","0.2400","0.0000","5.0000","68.5712","68.5712","0.0000","3.4286","71.9998","21069099","I/25-26/055161","","15/12/2025","347SDS2","ANWAR KIRANA","Retail","Grocery","Retail Others","180601730350","180601730350","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","MAD ANGLES","MA TOM MADNESS RS5","FXM60005TA","MAD ANGLES RS 5 TOMATO_FXM60005TA","B29NOV25","29/11/2025","28/05/2026","KG","0.2400","0.0000","5.0000","68.5712","68.5712","0.0000","3.4286","71.9998","21069099","I/25-26/055161","","15/12/2025","347SDS2","ANWAR KIRANA","Retail","Grocery","Retail Others","180601730350","180601730350","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"04 BINGO","TEDHE MEDHE","TMMASALATADKA22","FXT50005TF","TEDHE MEDHE RS.5 MASALA50%EXT_FXT50005TF","J26NOV25","27/11/2025","26/03/2026","KG","0.6552","0.0000","5.0000","149.1444","140.7168","8.4276","7.0358","147.7526","21069099","I/25-26/055161","","15/12/2025","347SDS2","ANWAR KIRANA","Retail","Grocery","Retail Others","180601730350","180601730350","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"05 CONFECTIONARY","CHEWY CANDY","FFCHEWYCANDYPJ","FC4501TM","CM FRUITEE FUN 3IN1 CC 660G PJ_FC4501TM","LWM171125","19/11/2025","17/11/2026","KG","0.6600","0.0000","187.0000","163.4713","163.4713","0.0000","8.1736","171.6449","17049020","I/25-26/055161","","15/12/2025","347SDS2","ANWAR KIRANA","Retail","Grocery","Retail Others","180601730350","180601730350","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"05 CONFECTIONARY","HARD BOILED CANDY","ASSORTEDHBC350PBFR","FR4252","CANDYMAN FRUITEE FUN 340 PB FREE_FR4252","LHF060825-1-18022028","07/08/2025","06/08/2026","KG","0.2450","0.0000","0.0100","0.0000","0.0000","0.0000","0.0000","0.0000","17049020","I/25-26/055161","","15/12/2025","347SDS2","ANWAR KIRANA","Retail","Grocery","Retail Others","180601730350","180601730350","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"05 CONFECTIONARY","STICKS","CM CHOCOSTICKS460G","FC4676W","SUNFEAST FANTASTIK 360G (40 ST) PR_FC4676W","JSC191025-2-133156","23/10/2025","16/07/2026","KG","0.3600","0.0000","178.0000","153.5045","151.8160","1.6885","7.5908","159.4068","19053290","I/25-26/055161","","15/12/2025","347SDS2","ANWAR KIRANA","Retail","Grocery","Retail Others","180601730350","180601730350","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALA45","FN1205TG","YIPPEE MAGICMASALA NOODLES 25.1G_FN1205TG","D03DEC25","03/12/2025","30/08/2026","KG","0.3012","0.0000","5.0000","53.4444","53.4444","0.0000","2.6722","56.1166","19023010","I/25-26/055161","","15/12/2025","347SDS2","ANWAR KIRANA","Retail","Grocery","Retail Others","180601730350","180601730350","3478","RAJNEESH-9569434619-RAJPAL","FOODS","All_Foods_Bazar Peth/Station Rd_Ramesh","347TL21","SANJAY MULEY","TL GR1"
